NAME,MSINI,A,PER,ECC,OM,T0,K,ORBREF,ORBURL,FIRSTREF,FIRSTURL
,mjupiter,au,day,,deg,jd,m/s,,,,
Kepler-359 d,,0.354508,77.095691,,90,2455035.67392,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-115 b,,0.0351175,2.403679,,90,2454967.72847,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
OGLE-05-071L b,,3.54863,3600,,,,,Dong 2009,http://adsabs.harvard.edu/abs/2009ApJ...695..970D,Udalski 2005,http://adsabs.harvard.edu/abs/2005ApJ...628L.109U
OGLE235-MOA53 b,,,,,,,,Bennett 2006,http://adsabs.harvard.edu/abs/2006ApJ...647L.171B,Bond 2004,http://adsabs.harvard.edu/abs/2004ApJ...606L.155B
HD 37124 c,0.648109,1.70993,885.5,0.125,53,2449534,15.4,Wright 2011,http://adsabs.harvard.edu/abs/2011ApJ...730...93W,Butler 2003,http://adsabs.harvard.edu/abs/2003ApJ...582..455B
HD 217107 c,2.61546,5.33414,4270,0.517222,198.598,2451106.321,35.7,Wright 2009,http://adsabs.harvard.edu/abs/2009ApJ...693.1084W,Vogt 2005,http://adsabs.harvard.edu/abs/2005ApJ...632..638V
HD 74156 b,1.77342,0.291535,51.638,0.63,174,2450793.3,108,Meschiari 2011,http://adsabs.harvard.edu/abs/2011ApJ...727..117M,Naef 2004,http://adsabs.harvard.edu/abs/2004A%26A...414..351N
Kepler-180 b,,0.11269,13.817124,,90,2454968.04028,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
HD 103774 b,0.368054,0.070273,5.8881,0.09,318,2455675.4,34.3,Lo Curto 2013,http://arxiv.org/abs/1301.2741,Lo Curto 2013,http://arxiv.org/abs/1301.2741
Kepler-43 b,3.21573,0.0449294,3.024095,0,90,2454965.4159,375,Bonomo 2012,http://adsabs.harvard.edu/abs/2012A%26A...538A..96B,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B
Kepler-76 b,1.96,0.0271768,1.545,0,,2440126.77,308,Faigler 2013,http://adsabs.harvard.edu/abs/2013ApJ...771...26F,Faigler 2013,http://adsabs.harvard.edu/abs/2013ApJ...771...26F
Kepler-310 b,,0.113307,13.930698,,90,2454967.42673,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-222 c,,0.0913762,10.08881,,90,2455006.08263,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
KELT-6 b,0.431127,0.0794132,7.8457,0.22,80,2456269.2,42.8,Collins 2014,http://adsabs.harvard.edu/abs/2014AJ....147...39C,Collins 2014,http://adsabs.harvard.edu/abs/2014AJ....147...39C
WASP-13 b,0.472376,0.0537034,4.3530135,0,90,2455575.5136,55.5,Chew 2013,http://adsabs.harvard.edu/abs/2013ApJ...768...79G,Skillen 2009,http://adsabs.harvard.edu/abs/2009A%26A...502..391S
Kepler-84 c,,0.107552,12.883,,,,,Xie 2013,http://adsabs.harvard.edu/abs/2012arXiv1208.3312X,Xie 2012,http://adsabs.harvard.edu/abs/2012arXiv1208.3312X
HD 13931 b,1.88123,5.14931,4218,0.02,290,2454494,23.3,Howard 2010,http://adsabs.harvard.edu/abs/2010ApJ...721.1467H,Howard 2010,http://adsabs.harvard.edu/abs/2010ApJ...721.1467H
Kepler-58 d,,0.229287,40.101371,,90,2454965.71799,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
HAT-P-18 b,0.197162,0.0559503,5.508023,0.084,120,2454715.411,27.1,Hartman 2011,http://adsabs.harvard.edu/abs/2011ApJ...726...52H,Hartman 2011,http://adsabs.harvard.edu/abs/2011ApJ...726...52H
Kepler-357 b,,0.0679912,6.475434,,90,2454970.57941,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-406 c,0.00857506,0.0555527,4.62332,0,90,,1,Marcy 2014,http://adsabs.harvard.edu/abs/2014ApJS..210...20M,Marcy 2014,http://adsabs.harvard.edu/abs/2014ApJS..210...20M
HD 155358 c,0.807031,1.00082,391.9,0.16,180,2455345.4,24.9,Robert 2012,http://adsabs.harvard.edu/abs/2012ApJ...749...39R,Cochran 2007,http://adsabs.harvard.edu/abs/2007ApJ...665.1407C
WASP-43 b,1.7613,0.0142363,0.813475,0,90,2455528.86774,550.3,Hellier 2011,http://adsabs.harvard.edu/abs/2011A%26A...535L...7H,Hellier 2011,http://adsabs.harvard.edu/abs/2011A%26A...535L...7H
Kepler-159 c,,0.242421,43.595792,,90,2455027.54523,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-39 b,18.1767,0.155007,21.0874,0.121,98.9,2454973.006,1251,Bouchy 2011,http://adsabs.harvard.edu/abs/2011A%26A...533A..83B,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B
14 And b,4.68383,0.823151,185.84,0,0,2452861.4,100,Sato 2008,http://adsabs.harvard.edu/abs/2008PASJ...60.1317S,Sato 2008,http://adsabs.harvard.edu/abs/2008PASJ...60.1317S
Kepler-215 b,,0.086925,9.360672,,90,2455004.96719,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-294 b,,0.0468277,3.701212,,90,2455013.27593,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
WASP-88 b,0.563202,0.0643804,4.954,0,90,2456477.20854,52.4,Delrez 2014,http://adsabs.harvard.edu/abs/2014A%26A...563A.143D,Delrez 2014,http://adsabs.harvard.edu/abs/2014A%26A...563A.143D
Kepler-29 b,,0.0928723,10.3376,0,90,2454982.75,,Fabrycky 2012,http://adsabs.harvard.edu/abs/2012ApJ...750..114F,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B
Kepler-24 b,,0.0800144,8.14561,0,90,2454973.5689,,Ford 2012,http://adsabs.harvard.edu/abs/2012ApJ...750..113F,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B
Kepler-306 b,,0.0544926,4.646186,,90,2455187.59058,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-83 b,,0.0778725,9.77,,,,,Xie 2013,http://adsabs.harvard.edu/abs/2012arXiv1208.3312X,Xie 2012,http://adsabs.harvard.edu/abs/2012arXiv1208.3312X
81 Cet b,4.31096,2.28088,952.7,0.206,175,2452486,62.8,Sato 2008,http://adsabs.harvard.edu/abs/2008PASJ...60.1317S,Sato 2008,http://adsabs.harvard.edu/abs/2008PASJ...60.1317S
CoRoT-3 b,21.799,0.0573788,4.2568,0,90,2454283.1383,2194,Deleuil 2008,http://adsabs.harvard.edu/abs/2008A%26A...491..889D,Deleuil 2008,http://adsabs.harvard.edu/abs/2008A%26A...491..889D
Kepler-377 b,,0.105463,12.509529,,90,2454970.00758,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-126 d,,0.422434,100.283134,,90,2455078.04434,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
HAT-P-38 b,0.267451,0.0522992,4.640382,0.067,240,2455860.925,35.4,Sato 2012,http://adsabs.harvard.edu/abs/2012PASJ...64...97S,Sato 2012,http://adsabs.harvard.edu/abs/2012PASJ...64...97S
Kepler-18 d,,0.117171,14.85888,0.000521567,278.379,2455169.523,,Cochran 2011,http://adsabs.harvard.edu/abs/2011ApJS..197....7C,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B
Kepler-380 b,,0.0487448,3.930821,,90,2454968.19896,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-132 d,,0.134468,18.010199,,90,2455012.42116,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-228 b,,0.0366865,2.566546,,90,2455012.5536,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
mu Ara e,0.543322,0.93961,310.54999,0.0666,189.6,2452708.7,14.91,Pepe 2007,http://adsabs.harvard.edu/abs/2007A%26A...462..769P,Pepe 2007 ; Gozdiewski 2007,http://adsabs.harvard.edu/abs/2007A%26A...462..769P ; http://adsabs.harvard.edu/abs/2007ApJ...657..546G
Kepler-97 b,0.0106941,0.036125,2.58664,0,90,,1.65,Marcy 2014,http://adsabs.harvard.edu/abs/2014ApJS..210...20M,Marcy 2014,http://adsabs.harvard.edu/abs/2014ApJS..210...20M
WASP-96 b,0.478203,0.0453489,3.4252602,0,90,2456258.0621,62,Hellier 2013,http://adsabs.harvard.edu/abs/2014MNRAS.440.1982H,Hellier 2013,http://adsabs.harvard.edu/abs/2014MNRAS.440.1982H
Kepler-139 b,,0.123078,15.771044,,90,2455017.90582,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-375 b,,0.103296,12.125934,,90,2454975.10445,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
HD 136118 b,11.6809,2.33328,1187.3,0.338,319.9,2452999.5,210.7,Wittenmyer 2009,http://adsabs.harvard.edu/abs/2009ApJS..182...97W,Fischer 2002,http://adsabs.harvard.edu/abs/2002PASP..114..529F
Kepler-182 b,,0.0897811,9.825792,,90,2454964.42414,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
HD 6434 b,0.397195,0.142061,21.997999,0.17,156,2451490.8,34.2,Mayor 2004,http://adsabs.harvard.edu/abs/2004A%26A...415..391M,Mayor 2004,http://adsabs.harvard.edu/abs/2004A%26A...415..391M
HD 5319 b,1.76545,1.6698,641,0.02,97,2456288,31.6,Robinson 2007,http://adsabs.harvard.edu/abs/2007ApJ...670.1391R,Robinson 2007,http://adsabs.harvard.edu/abs/2007ApJ...670.1391R
Kepler-306 e,,0.247015,44.840975,,90,2455192.87387,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-253 b,,0.0475233,3.783986,,90,2454966.28036,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-259 b,,0.0790333,8.115317,,90,2455007.51955,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
HD 231701 b,1.08667,0.555583,141.60001,0.1,46,2453180,39,Fischer 2007,http://adsabs.harvard.edu/abs/2007ApJ...669.1336F,Fischer 2007,http://adsabs.harvard.edu/abs/2007ApJ...669.1336F
PH-2 b,,0.825444,282.5255,0.41,3.43775,2455163.277,,Wang 2013,http://adsabs.harvard.edu/abs/2013ApJ...776...10W,Wang 2013,http://adsabs.harvard.edu/abs/2013ApJ...776...10W
CoRoT-18 b,3.48002,0.0295483,1.9000693,0.04,,2455321.72412,590,Hebrard 2011,http://adsabs.harvard.edu/abs/2011A%26A...533A.130H,Hebrard 2011,http://adsabs.harvard.edu/abs/2011A%26A...533A.130H
Kepler-203 d,,0.0987232,11.32972,,90,2454966.96882,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
HD 75898 b,2.51504,1.18906,418.20001,0.1,263.7,2452907,58.2,Robinson 2007,http://adsabs.harvard.edu/abs/2007ApJ...670.1391R,Robinson 2007,http://adsabs.harvard.edu/abs/2007ApJ...670.1391R
Kepler-224 b,,0.0419025,3.132924,,90,2454968.67544,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-205 b,,0.038467,2.75564,,90,2455003.84454,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
KOI-4427 b,,0.441345,147.6606,0,90,2455815.2616,,Torres 2015,http://adsabs.harvard.edu/abs/2015ApJ...800...99T,Borucki 2010,http://adsabs.harvard.edu/abs/2010Sci...327..977B
MOA-2008-BLG-310L b,,,,,,,,Janczak 2010,http://adsabs.harvard.edu/abs/2010ApJ...711..731J,Janczak 2010,http://adsabs.harvard.edu/abs/2010ApJ...711..731J
KIC 11442793 g,,0.736177,210.60697,,,,,Cabrera 2014,http://adsabs.harvard.edu/abs/2013arXiv1310.6248C,Cabrera 2013,http://adsabs.harvard.edu/abs/2013arXiv1310.6248C
GJ 1214 b,0.0203507,0.0143253,1.58040482,0,90,2454980.7487955,12.2,Carter 2011,http://adsabs.harvard.edu/abs/2011ApJ...730...82C,Charbonneau 2009,http://adsabs.harvard.edu/abs/2009Natur.462..891C
Kepler-268 c,,0.373719,83.446393,,90,2454991.6851,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-135 c,,0.0994132,11.448708,,90,2454974.38697,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-265 c,,0.129538,17.028937,,90,2454976.33642,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
16 Cyg B b,1.63997,1.66027,798.5,0.681,85.8,2446549.1,50.5,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Cochran 1997,http://adsabs.harvard.edu/abs/1997ApJ...483..457C
HAT-P-25 b,0.566683,0.0465813,3.652836,0.032,271,2455175.03,74.3,Quinn 2012,http://adsabs.harvard.edu/abs/2012ApJ...745...80Q,Quinn 2012,http://adsabs.harvard.edu/abs/2012ApJ...745...80Q
Kepler-341 e,,0.238241,42.473269,,90,2454979.27815,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
HD 213240 b,4.53249,1.88529,882.7,0.421,201,2451499,96.6,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Santos 2001,http://adsabs.harvard.edu/abs/2001A%26A...379..999S
HAT-P-45 b,0.893809,0.0452185,3.128992,0.049,146,,106.6,Hartman 2014,http://adsabs.harvard.edu/abs/2014AJ....147..128H,Hartman 2014,http://adsabs.harvard.edu/abs/2014AJ....147..128H
Kepler-399 b,,0.115973,14.425281,,90,2454969.75198,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-341 c,,0.0783507,8.01041,,90,2454968.31534,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-265 d,,0.240693,43.130617,,90,2454999.27537,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-243 c,,0.144324,20.026218,,90,2454979.90767,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
HD 12661 b,2.3408,0.838172,262.70861,0.376834,295.978,2454152.755,73.5609,Wright 2009,http://adsabs.harvard.edu/abs/2009ApJ...693.1084W,Fischer 2001,http://adsabs.harvard.edu/abs/2001ApJ...551.1107F
Kepler-9 c,0.16858,0.22473,38.90861,0.132575,348.69,2455106.7,10.2,Holman 2010,http://adsabs.harvard.edu/abs/2010Sci...330...51H,Holman 2010,http://adsabs.harvard.edu/abs/2010Sci...330...51H
HD 74156 c,8.24664,3.8997,2520,0.38,268,2448416,115,Meschiari 2011,http://adsabs.harvard.edu/abs/2011ApJ...727..117M,Naef 2004,http://adsabs.harvard.edu/abs/2004A%26A...414..351N
Kepler-165 c,,0.120683,15.31299,,90,2455004.79196,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-326 d,,0.0700163,6.766888,,90,2454969.61605,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
HD 20794 c,0.00743617,0.203628,40.114,0,0,2454766.756,0.56,Pepe 2011,http://adsabs.harvard.edu/abs/2011A%26A...534A..58P,Pepe 2011,http://adsabs.harvard.edu/abs/2011A%26A...534A..58P
Kepler-31 c,,0.254502,42.6318,0,90,2454974.191,,Fabrycky 2012,http://adsabs.harvard.edu/abs/2012ApJ...750..114F,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B
Kepler-82 b,,0.16455,26.444,,,,,Xie 2013,http://adsabs.harvard.edu/abs/2012arXiv1208.3312X,Xie 2012,http://adsabs.harvard.edu/abs/2012arXiv1208.3312X
Kepler-306 c,,0.0732442,7.240193,,90,2455188.01328,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-85 e,,0.168293,25.216751,,90,2454985.68815,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
HD 38801 b,10.0105,1.6471,696.3,0,0,2453966,200,Harakawa 2010,http://adsabs.harvard.edu/abs/2010ApJ...715..550H,Harakawa 2010,http://adsabs.harvard.edu/abs/2010ApJ...715..550H
HD 132563 B b,1.49247,2.62431,1544,0.22,158,2452593,26.7,Desidera 2011,http://adsabs.harvard.edu/abs/2011A%26A...533A..90D,Desidera 2011,http://adsabs.harvard.edu/abs/2011A%26A...533A..90D
Kepler-390 c,,0.108535,13.060022,,90,2454977.33121,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-61 b,,0.257458,59.87756,0,,,,Ballard 2013,http://adsabs.harvard.edu/abs/2013ApJ...773...98B,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B
GJ 667 C c,0.0130687,0.125003,28.1,0.27,140,2454462,1.9,Robertson 2014,http://arxiv.org/abs/1409.0021,Bonfils 2011,http://arxiv.org/abs/1111.5019
HD 207832 c,0.730294,2.1118,1155.7,0.27,121.6,2452510.8151989,15.3,Haghighipour 2012,http://adsabs.harvard.edu/abs/2012ApJ...756...91H,Haghighipour 2012,http://adsabs.harvard.edu/abs/2012ApJ...756...91H
Kepler-80 b,,0.0645109,7.053,,,,,Xie 2013,http://adsabs.harvard.edu/abs/2012arXiv1208.3312X,Xie 2012,http://adsabs.harvard.edu/abs/2012arXiv1208.3312X
Kepler-272 d,,0.0964303,10.937304,,90,2454969.98503,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-44 b,1.01508,0.0454854,3.24674,0,90,2454966.3781,124,Bonomo 2012,http://adsabs.harvard.edu/abs/2012A%26A...538A..96B,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B
HD 5891 b,5.22845,0.636168,177.11,0.066,351,2455432,178.5,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J
Kepler-292 b,,0.0368224,2.580827,,90,2455004.56214,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-228 d,,0.0973508,11.094286,,90,2455004.20123,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-140 b,,0.0429776,3.25427,,90,2455005.66151,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-245 d,,0.214468,36.277108,,90,2455034.27797,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
HD 173416 b,2.71808,1.16272,323.6,0.21,254,2453465.8,51.8,Liu 2009,http://adsabs.harvard.edu/abs/2009RAA.....9....1L,Liu 2009,http://adsabs.harvard.edu/abs/2009RAA.....9....1L
Kepler-104 c,,0.161331,23.668205,,90,2454965.71597,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-263 b,,0.127191,16.568087,,90,2454979.15154,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-278 c,,0.269422,51.078775,,90,2454985.34892,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
HD 76700 b,0.232142,0.0511051,3.97097,0.095,30,2451213.32,27.6,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Tinney 2003,http://adsabs.harvard.edu/abs/2003ApJ...587..423T
Kepler-366 b,,0.043221,3.281959,,90,2454965.41897,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
HD 39091 b,10.088,3.34651,2151,0.6405,330.24,2447820,196.4,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Jones 2002,http://adsabs.harvard.edu/abs/2002MNRAS.333..871J
HD 7449 b,1.3131,2.33982,1275,0.82,339,2455298,41.59,Dumusque 2011,http://adsabs.harvard.edu/abs/2011A%26A...535A..55D,Dumusque 2011,http://adsabs.harvard.edu/abs/2011A%26A...535A..55D
HD 149026 b,0.359837,0.0431325,2.8758911,0,90,2453317.838,43.3,Carter 2009,http://adsabs.harvard.edu/abs/2009ApJ...696..241C,Sato 2005,http://adsabs.harvard.edu/abs/2005ApJ...633..465S
Kepler-186 b,,0.0378277,3.8867907,0.04,270,2454964.387,,Quintana 2014,http://adsabs.harvard.edu/abs/2014arXiv1404.5667Q,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1404.5667Q
Kepler-219 c,,0.156968,22.714613,,90,2454980.29108,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
OGLE-2006-BLG-109L c,,4.52773,4927.5,0.15,,,,Bennett 2010,http://adsabs.harvard.edu/abs/2010ApJ...713..837B,Gaudi 2008,http://adsabs.harvard.edu/abs/2008Sci...319..927G
Kepler-361 c,,0.283685,55.188023,,90,2455013.75018,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-265 e,,0.325506,67.831024,,90,2454958.89695,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Qatar-2 b,2.483,0.0215077,1.3371182,0,90,2455624.26679,558.7,Bryan 2012,http://adsabs.harvard.edu/abs/2012ApJ...750...84B,Bryan 2012,http://adsabs.harvard.edu/abs/2012ApJ...750...84B
Kepler-293 b,,0.140591,19.254196,,90,2454997.78133,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-166 b,,0.0759843,7.650254,,90,2455004.97149,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
HD 216437 b,2.16817,2.48556,1353,0.319,67.7,2450605,39,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Jones 2002,http://adsabs.harvard.edu/abs/2002MNRAS.337.1170J
HAT-P-49 b,1.72579,0.0437742,2.691548,0,90,2456399.62406,188.7,Bieryla 2014,http://adsabs.harvard.edu/abs/2014arXiv1401.5460B,Bieryla 2014,http://adsabs.harvard.edu/abs/2014arXiv1401.5460B
Kepler-367 c,,0.278143,53.578637,,90,2455004.18362,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-313 b,,0.118876,14.970418,,90,2454967.5006,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-150 c,,0.0741975,7.381998,,90,2455006.07123,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-87 b,,0.477022,114.73635,0.036,238.6,2456193.705981,,Ofir 2014,http://adsabs.harvard.edu/abs/2013arXiv1310.2064O,Ofir 2013,http://adsabs.harvard.edu/abs/2013arXiv1310.2064O
HAT-P-7 b,1.77867,0.037964,2.204737,0,90,2454954.357463,211.8,Morris 2013,http://adsabs.harvard.edu/abs/2013ApJ...764L..22M,Pal 2008,http://adsabs.harvard.edu/abs/2008ApJ...680.1450P
Kepler-316 c,,0.0704356,6.827766,,90,2454971.61401,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
PSR B1257+12 C,,0.416595,98.2114,0.0252,108.3,2449766.5,,Konacki 2003,http://adsabs.harvard.edu/abs/2003ApJ...591L.147K,Wolszczan 1994,http://adsabs.harvard.edu//abs/1994Sci...264..538W
